id,avg_device_hours,device_volatility,avg_sleep,sleep_volatility,avg_stress,stress_volatility,avg_social_media,avg_focus,avg_happiness,avg_risk,cluster,persona
1,3.8043317804883885,0.7517614811118836,9.05188966233161,0.32351481632882223,6.753738111087748,0.5350125683319525,98.04862785633763,22.6676962252189,7.965566433396556,36.577,3,Emotionally Volatile
2,6.002083815266608,0.561030045772348,8.783353991305473,0.31298547544203603,4.27299845343931,0.4487581204286079,174.07376305279453,34.58790571285912,8.076927208464268,35.59633333333333,1,Digitally Distracted
3,9.253275946505159,0.7200221718374348,6.379682578179893,0.2736813357259124,1.6132226055584356,0.4552763663496651,595.0545117758232,14.625514498712796,7.532041971838196,51.94533333333334,2,Burnout Emerging
4,4.528026115879711,0.6024145215818216,7.598680774368613,0.2918972524189993,5.217041662879947,0.48261953401902385,18.10256691542686,27.54477281712683,7.762496285776873,34.38333333333333,1,Digitally Distracted
5,13.277402056068574,0.5857620338495038,5.136447395098835,0.2791907313486909,9.504216688846922,0.4770922783502316,147.3009551989999,69.4570581783455,4.261755341727471,55.95633333333333,0,Balanced Performer
6,4.862715307335639,0.5554519481383687,10.836702779720271,0.3304480071353446,1.5087401723837968,0.4291860368237564,8.998113350329705,63.63025454140291,9.942711683496794,17.006999999999998,1,Digitally Distracted
7,5.195901153248443,0.758301477583349,8.320007004023745,0.3766067404381488,10.046144322951935,0.49722890369423123,61.07328969935197,14.541047324178646,7.616029525657392,45.44166666666667,3,Emotionally Volatile
8,6.699635414250678,0.5948872992883123,6.20431205843178,0.3194070209963112,1.1504744884180311,0.4194271692210791,48.06943518098025,69.54396196775708,8.48357748220334,26.07,1,Digitally Distracted
9,8.339126001971438,0.5793790043807996,9.651240859378678,0.2532117705595732,3.010948448615527,0.3676950483951103,16.007893277417065,52.60297446872129,8.266122079490524,28.831,1,Digitally Distracted
10,2.578104078152827,0.5415841780071285,9.582762107518665,0.3491977739280129,2.1066040536644084,0.5133783550718968,249.24789398798268,72.55582014255074,9.149132239942698,21.698333333333334,3,Emotionally Volatile
11,8.145357233970943,0.6914526471066017,6.823989119677364,0.2804576111278086,9.019767670909507,0.45858453421654666,31.030903483692132,58.50544157979972,4.130515311139486,45.27866666666667,0,Balanced Performer
12,4.673858497606129,0.4767596046736627,7.24889826553919,0.3037518190855853,8.767702434714002,0.43363070918520785,39.038581689470064,26.54400731889006,2.020087040017839,46.580333333333336,0,Balanced Performer
13,8.67038368211454,0.6787780738322461,5.936579938709561,0.23746191287986662,6.815931456112772,0.527348878240808,82.12276486557288,26.605467852532982,8.837568026052546,45.297333333333334,0,Balanced Performer
